origin	name	size	site	multiplicity	edge_num	like_weight_ratio	post_prob	classification	scientific_name	domain_id	domain_name	division_id	division_name	class_id	class_name
COG0508.aligned	.1-.8_coastal_FGI7SFI01A3KFR_12	.1-.8	coastal	1	2974	0.641243	0.690432	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4775.aligned	.1-.8_coastal_FGI7SFI01A3KLV_8	.1-.8	coastal	1	2390	0.491215	0.543608	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2089.aligned	.1-.8_coastal_FGI7SFI01A3LBF_8	.1-.8	coastal	1	1844	0.255362	0.263875	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0557.aligned	.1-.8_coastal_FGI7SFI01A3LEQ_6	.1-.8	coastal	1	839	0.293758	0.273426	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4798.aligned	.1-.8_coastal_FGI7SFI01A3LJC_4	.1-.8	coastal	1	402	0.998608	0.99689	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG5016.aligned	.1-.8_coastal_FGI7SFI01A3LN3_11	.1-.8	coastal	1	261	0.402664	0.60516	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0568.aligned	.1-.8_coastal_FGI7SFI01A3M3J_5	.1-.8	coastal	1	1469	0.983367	0.992408	382	Sinorhizobium meliloti	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0516.aligned	.1-.8_coastal_FGI7SFI01A3M6Z_6	.1-.8	coastal	1	2502	0.991305	0.99391	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0722.aligned	.1-.8_coastal_FGI7SFI01A3MB5_6	.1-.8	coastal	1	596	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1192.aligned	.1-.8_coastal_FGI7SFI01A3MDD_13	.1-.8	coastal	1	1650	0.940947	0.921873	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0771.aligned	.1-.8_coastal_FGI7SFI01A3MFT_6	.1-.8	coastal	1	3975	0.622773	0.815435	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0142.aligned	.1-.8_coastal_FGI7SFI01A3MLM_7	.1-.8	coastal	1	3469	0.665307	0.736268	89373	Cytophagaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1222.aligned	.1-.8_coastal_FGI7SFI01A3MMT_3	.1-.8	coastal	1	669	0.846828	0.896223	2830	Haptophyceae	2759	Eukaryota	2830	Haptophyceae	-1	NULL
COG2986.aligned	.1-.8_coastal_FGI7SFI01A3MP5_6	.1-.8	coastal	1	108	0.982559	0.98466	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0272.aligned	.1-.8_coastal_FGI7SFI01A3MPJ_15	.1-.8	coastal	1	2582	0.792353	0.853039	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0484.aligned	.1-.8_coastal_FGI7SFI01A3NAH_17	.1-.8	coastal	1	4850	0.336766	0.17444	2132	Spiroplasma	2	Bacteria	544448	Tenericutes	31969	Mollicutes
COG1269.aligned	.1-.8_coastal_FGI7SFI01A3NGR_13	.1-.8	coastal	1	2008	0.225358	0.30629	2206	Methanosarcinaceae	2157	Archaea	28890	Euryarchaeota	224756	Methanomicrobia
COG0017.aligned	.1-.8_coastal_FGI7SFI01A3NGV_8	.1-.8	coastal	1	843	0.575973	0.450103	52959	Polaribacter	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0499.aligned	.1-.8_coastal_FGI7SFI01A3NIW_5	.1-.8	coastal	1	631	0.941106	0.88545	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3845.aligned	.1-.8_coastal_FGI7SFI01A3NMI_9	.1-.8	coastal	1	249	0.265998	0.431617	506	Alcaligenaceae	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG1413.aligned	.1-.8_coastal_FGI7SFI01A3NP8_15	.1-.8	coastal	1	414	0.374771	0.380043	2335	Thermotoga	2	Bacteria	200918	Thermotogae	188708	Thermotogae
COG4105.aligned	.1-.8_coastal_FGI7SFI01A3O8O_5	.1-.8	coastal	1	1681	0.18731	0.157524	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0142.aligned	.1-.8_coastal_FGI7SFI01A3OGT_17	.1-.8	coastal	1	3458	0.479092	0.535719	246874	Cryomorphaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0624.aligned	.1-.8_coastal_FGI7SFI01A3P6R_12	.1-.8	coastal	1	3423	0.656348	0.383922	58840	unclassified Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1185.aligned	.1-.8_coastal_FGI7SFI01A3P7G_9	.1-.8	coastal	1	1018	0.86189	0.884974	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0014.aligned	.1-.8_coastal_FGI7SFI01A3PAJ_13	.1-.8	coastal	1	1800	0.277255	0.260381	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0263.aligned	.1-.8_coastal_FGI7SFI01A3PAJ_20	.1-.8	coastal	1	459	0.82156	0.76691	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3046.aligned	.1-.8_coastal_FGI7SFI01A3PER_17	.1-.8	coastal	1	1001	0.775956	0.710915	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1063.aligned	.1-.8_coastal_FGI7SFI01A3PIQ_13	.1-.8	coastal	1	1536	0.317815	0.395252	266	Paracoccus denitrificans	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0567.aligned	.1-.8_coastal_FGI7SFI01A3PYS_7	.1-.8	coastal	1	2636	0.714316	0.834626	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0303.aligned	.1-.8_coastal_FGI7SFI01A3Q2A_13	.1-.8	coastal	1	3308	0.82951	0.890415	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3737.aligned	.1-.8_coastal_FGI7SFI01A3Q5J_4	.1-.8	coastal	1	719	0.150346	0.176257	97050	Ruegeria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2853.aligned	.1-.8_coastal_FGI7SFI01A3QFH_5	.1-.8	coastal	1	514	0.692018	0.856502	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2905.aligned	.1-.8_coastal_FGI7SFI01A3QN7_7	.1-.8	coastal	1	825	0.406479	0.606545	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG1796.aligned	.1-.8_coastal_FGI7SFI01A3QPC_9	.1-.8	coastal	1	75	0.718679	0.671247	95227	Vannellidae	2759	Eukaryota	554915	Amoebozoa	555280	Discosea
COG0069.aligned	.1-.8_coastal_FGI7SFI01A3QPZ_8	.1-.8	coastal	1	3598	0.423268	0.168726	543	Enterobacteriaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0566.aligned	.1-.8_coastal_FGI7SFI01A3QSI_10	.1-.8	coastal	1	2490	0.160759	0.205163	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG5108.aligned	.1-.8_coastal_FGI7SFI01A3RCS_4	.1-.8	coastal	1	797	0.15531	0.164606	68287	Mesorhizobium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1850.aligned	.1-.8_coastal_FGI7SFI01A3RF1_15	.1-.8	coastal	1	1301	0.861395	0.843991	1030	Thiothrix	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0304.aligned	.1-.8_coastal_FGI7SFI01A3RF7_16	.1-.8	coastal	1	4103	0.69458	0.653182	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4785.aligned	.1-.8_coastal_FGI7SFI01A3RNM_10	.1-.8	coastal	1	423	0.598882	0.837201	2830	Haptophyceae	2759	Eukaryota	2830	Haptophyceae	-1	NULL
COG2609.aligned	.1-.8_coastal_FGI7SFI01A3RT2_5	.1-.8	coastal	1	809	0.994722	0.996955	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1600.aligned	.1-.8_coastal_FGI7SFI01A3S1D_16	.1-.8	coastal	1	1440	0.800006	0.792438	171	Leptospira	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG0602.aligned	.1-.8_coastal_FGI7SFI01A3S4F_4	.1-.8	coastal	1	1761	0.30255	0.27497	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0281.aligned	.1-.8_coastal_FGI7SFI01A3S71_11	.1-.8	coastal	1	1431	1	1	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0580.aligned	.1-.8_coastal_FGI7SFI01A3SEV_3	.1-.8	coastal	1	261	0.151581	0.192625	2093	Mycoplasma	2	Bacteria	544448	Tenericutes	31969	Mollicutes
COG2001.aligned	.1-.8_coastal_FGI7SFI01A3SHO_4	.1-.8	coastal	1	380	0.376535	0.471567	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG4177.aligned	.1-.8_coastal_FGI7SFI01A3SKD_3	.1-.8	coastal	1	1338	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4177.aligned	.1-.8_coastal_FGI7SFI01A3SKD_5	.1-.8	coastal	1	1338	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0698.aligned	.1-.8_coastal_FGI7SFI01A3SNA_16	.1-.8	coastal	1	890	0.389535	0.347373	83612	Psychroflexus	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2802.aligned	.1-.8_coastal_FGI7SFI01A3SPA_15	.1-.8	coastal	1	1556	0.319111	0.418987	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3181.aligned	.1-.8_coastal_FGI7SFI01A3SWN_17	.1-.8	coastal	1	697	0.972658	0.976196	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1066.aligned	.1-.8_coastal_FGI7SFI01A3SYT_17	.1-.8	coastal	1	2875	0.245373	0.344327	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0664.aligned	.1-.8_coastal_FGI7SFI01A3TPG_8	.1-.8	coastal	1	1654	0.359828	0.530457	85007	Corynebacterineae	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0751.aligned	.1-.8_coastal_FGI7SFI01A3TSQ_20	.1-.8	coastal	1	1371	1	1	206350	Methylophilales	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG0365.aligned	.1-.8_coastal_FGI7SFI01A3TT9_14	.1-.8	coastal	1	2994	0.231378	0.227102	204441	Rhodospirillales	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0141.aligned	.1-.8_coastal_FGI7SFI01A3TYJ_7	.1-.8	coastal	1	2307	0.748794	0.81875	2433	Roseobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2967.aligned	.1-.8_coastal_FGI7SFI01A3UE3_16	.1-.8	coastal	1	413	0.583922	0.621258	69657	Hyphomonadaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0402.aligned	.1-.8_coastal_FGI7SFI01A3UIZ_11	.1-.8	coastal	1	1662	0.156543	0.0828127	89404	Glaciecola	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1570.aligned	.1-.8_coastal_FGI7SFI01A3V7R_15	.1-.8	coastal	1	992	1	1	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0128.aligned	.1-.8_coastal_FGI7SFI01A3VKH_16	.1-.8	coastal	1	1513	0.636019	0.658238	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1298.aligned	.1-.8_coastal_FGI7SFI01A3VLD_15	.1-.8	coastal	1	1367	0.689381	0.933174	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4067.aligned	.1-.8_coastal_FGI7SFI01A3VPW_3	.1-.8	coastal	1	81	0.609578	0.647425	1150	Oscillatoriales	2	Bacteria	1117	Cyanobacteria	1301283	Oscillatoriophycideae
COG0564.aligned	.1-.8_coastal_FGI7SFI01A3VSE_17	.1-.8	coastal	1	4704	0.61766	0.675599	34085	Riemerella anatipestifer	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3250.aligned	.1-.8_coastal_FGI7SFI01A3VSH_4	.1-.8	coastal	1	1616	1	1	72275	Alteromonadaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0766.aligned	.1-.8_coastal_FGI7SFI01A3VTM_7	.1-.8	coastal	1	1658	0.549802	0.5906	74201	Verrucomicrobia	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG1049.aligned	.1-.8_coastal_FGI7SFI01A3VW6_13	.1-.8	coastal	1	845	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1364.aligned	.1-.8_coastal_FGI7SFI01A3VXF_5	.1-.8	coastal	1	812	0.784543	0.755202	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0159.aligned	.1-.8_coastal_FGI7SFI01A3WBO_12	.1-.8	coastal	1	1041	0.219516	0.247904	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1225.aligned	.1-.8_coastal_FGI7SFI01A3WC6_14	.1-.8	coastal	1	550	0.361933	0.438352	1190	Fischerella	2	Bacteria	1117	Cyanobacteria	1189	Stigonematales
COG1249.aligned	.1-.8_coastal_FGI7SFI01A3WCV_16	.1-.8	coastal	1	5305	0.966808	0.93235	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0499.aligned	.1-.8_coastal_FGI7SFI01A3WJB_5	.1-.8	coastal	1	803	0.632127	0.666294	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0152.aligned	.1-.8_coastal_FGI7SFI01A3WK3_6	.1-.8	coastal	1	1979	0.370912	0.516374	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2057.aligned	.1-.8_coastal_FGI7SFI01A3WKU_8	.1-.8	coastal	1	962	0.323244	0.273091	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0138.aligned	.1-.8_coastal_FGI7SFI01A3WNY_17	.1-.8	coastal	1	1253	0.385678	0.28867	506	Alcaligenaceae	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG1196.aligned	.1-.8_coastal_FGI7SFI01A3WSD_16	.1-.8	coastal	1	2907	0.774202	0.913692	1236	Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0171.aligned	.1-.8_coastal_FGI7SFI01A3XCO_14	.1-.8	coastal	1	0	0.645021	0.735774	196896	unclassified Myoviridae	10239	Viruses	28883	Caudovirales	10662	Myoviridae
COG0667.aligned	.1-.8_coastal_FGI7SFI01A3XEC_17	.1-.8	coastal	1	2978	0.389405	0.387485	624	Shigella sonnei	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0751.aligned	.1-.8_coastal_FGI7SFI01A3XFX_3	.1-.8	coastal	1	1245	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4651.aligned	.1-.8_coastal_FGI7SFI01A3XNH_8	.1-.8	coastal	1	785	0.785448	0.813868	872	Desulfovibrio	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG0026.aligned	.1-.8_coastal_FGI7SFI01A3XW8_7	.1-.8	coastal	1	344	1	1	62654	SAR116 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0143.aligned	.1-.8_coastal_FGI7SFI01A3Y4X_4	.1-.8	coastal	1	2543	0.602167	0.82301	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0508.aligned	.1-.8_coastal_FGI7SFI01A3Y6C_5	.1-.8	coastal	1	3505	0.808003	0.750863	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1311.aligned	.1-.8_coastal_FGI7SFI01A3Y8P_14	.1-.8	coastal	1	717	0.882726	0.860997	338191	Nitrosopumilus	2157	Archaea	651137	Thaumarchaeota	31932	Nitrosopumilales
COG0088.aligned	.1-.8_coastal_FGI7SFI01A3YK5_15	.1-.8	coastal	1	3056	0.25705	0.48843	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0277.aligned	.1-.8_coastal_FGI7SFI01A3YPU_12	.1-.8	coastal	1	441	0.497948	0.375257	32	Myxococcus	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG1187.aligned	.1-.8_coastal_FGI7SFI01A3Z0C_3	.1-.8	coastal	1	1814	0.235628	0.310224	2759	Eukaryota	2759	Eukaryota	-1	NULL	-1	NULL
COG3507.aligned	.1-.8_coastal_FGI7SFI01A3Z0T_11	.1-.8	coastal	1	1483	0.177348	0.217368	28211	Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0395.aligned	.1-.8_coastal_FGI7SFI01A3Z1I_13	.1-.8	coastal	1	1618	0.971271	0.986078	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2089.aligned	.1-.8_coastal_FGI7SFI01A3Z2I_15	.1-.8	coastal	1	1768	0.944529	0.957309	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1525.aligned	.1-.8_coastal_FGI7SFI01A3Z7I_14	.1-.8	coastal	1	344	0.571638	0.607237	171	Leptospira	2	Bacteria	203691	Spirochaetes	203692	Spirochaetia
COG1995.aligned	.1-.8_coastal_FGI7SFI01A3Z86_5	.1-.8	coastal	1	2610	0.370489	0.176006	200667	Flammeovirgaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2940.aligned	.1-.8_coastal_FGI7SFI01A3ZAT_5	.1-.8	coastal	1	116	0.357414	0.672327	589342	Pyrenomonadales	2759	Eukaryota	3027	Cryptophyta	589342	Pyrenomonadales
COG1154.aligned	.1-.8_coastal_FGI7SFI01A3ZMR_4	.1-.8	coastal	1	1046	0.641821	0.419515	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0595.aligned	.1-.8_coastal_FGI7SFI01A408A_17	.1-.8	coastal	1	2889	0.932319	0.960407	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0673.aligned	.1-.8_coastal_FGI7SFI01A4093_7	.1-.8	coastal	1	5277	0.741025	0.828234	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1087.aligned	.1-.8_coastal_FGI7SFI01A409A_15	.1-.8	coastal	1	203	0.988506	0.972299	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0171.aligned	.1-.8_coastal_FGI7SFI01A409N_5	.1-.8	coastal	1	4748	1	1	213115	Desulfovibrionales	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG1485.aligned	.1-.8_coastal_FGI7SFI01A40N0_15	.1-.8	coastal	1	858	0.913034	0.914208	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0129.aligned	.1-.8_coastal_FGI7SFI01A40NA_12	.1-.8	coastal	1	4227	0.305346	0.356008	89373	Cytophagaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3844.aligned	.1-.8_coastal_FGI7SFI01A40O1_16	.1-.8	coastal	1	915	0.42117	0.564597	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0404.aligned	.1-.8_coastal_FGI7SFI01A40VE_5	.1-.8	coastal	1	3533	0.256319	0.451203	2157	Archaea	2157	Archaea	-1	NULL	-1	NULL
COG3318.aligned	.1-.8_coastal_FGI7SFI01A40YC_9	.1-.8	coastal	1	137	0.482934	0.280076	1499392	Chromobacteriaceae	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG4664.aligned	.1-.8_coastal_FGI7SFI01A411Y_16	.1-.8	coastal	1	48	1	1	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0055.aligned	.1-.8_coastal_FGI7SFI01A415M_6	.1-.8	coastal	1	3551	0.284272	0.386982	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3954.aligned	.1-.8_coastal_FGI7SFI01A419M_7	.1-.8	coastal	1	321	1	1	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0488.aligned	.1-.8_coastal_FGI7SFI01A41D2_14	.1-.8	coastal	1	3661	0.709588	0.779935	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0195.aligned	.1-.8_coastal_FGI7SFI01A41D8_3	.1-.8	coastal	1	3337	0.499938	0.345125	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0623.aligned	.1-.8_coastal_FGI7SFI01A41IB_14	.1-.8	coastal	1	1776	0.997616	0.997427	171549	Bacteroidales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0052.aligned	.1-.8_coastal_FGI7SFI01A41KC_1	.1-.8	coastal	1	539	0.642305	0.801264	1300	Streptococcaceae	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG0216.aligned	.1-.8_coastal_FGI7SFI01A41LH_9	.1-.8	coastal	1	2077	1	1	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1949.aligned	.1-.8_coastal_FGI7SFI01A41P3_16	.1-.8	coastal	1	165	0.69561	0.658387	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0045.aligned	.1-.8_coastal_FGI7SFI01A42J1_5	.1-.8	coastal	1	2855	0.586432	0.60849	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0334.aligned	.1-.8_coastal_FGI7SFI01A42P6_12	.1-.8	coastal	1	930	0.384505	0.415167	52959	Polaribacter	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG3492.aligned	.1-.8_coastal_FGI7SFI01A438R_8	.1-.8	coastal	1	329	0.867483	0.871226	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0304.aligned	.1-.8_coastal_FGI7SFI01A438U_16	.1-.8	coastal	1	3694	1	1	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG3962.aligned	.1-.8_coastal_FGI7SFI01A43ST_7	.1-.8	coastal	1	53	0.896825	0.959853	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0415.aligned	.1-.8_coastal_FGI7SFI01A43Z1_3	.1-.8	coastal	1	470	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0069.aligned	.1-.8_coastal_FGI7SFI01A444S_16	.1-.8	coastal	1	3755	0.421159	0.341969	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1022.aligned	.1-.8_coastal_FGI7SFI01A445R_9	.1-.8	coastal	1	2157	0.269766	0.29104	186802	Clostridiales	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG1792.aligned	.1-.8_coastal_FGI7SFI01A446J_21	.1-.8	coastal	1	3531	0.934447	0.893989	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0113.aligned	.1-.8_coastal_FGI7SFI01A4492_7	.1-.8	coastal	1	3495	0.840082	0.903418	52018	unclassified Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG1088.aligned	.1-.8_coastal_FGI7SFI01A44CD_7	.1-.8	coastal	1	3297	0.996821	0.998391	196896	unclassified Myoviridae	10239	Viruses	28883	Caudovirales	10662	Myoviridae
COG0413.aligned	.1-.8_coastal_FGI7SFI01A44F3_8	.1-.8	coastal	1	3328	0.99781	0.993222	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2084.aligned	.1-.8_coastal_FGI7SFI01A44IP_9	.1-.8	coastal	1	3789	0.360306	0.434137	445	Legionella	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0198.aligned	.1-.8_coastal_FGI7SFI01A44QP_6	.1-.8	coastal	1	1660	1	1	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0337.aligned	.1-.8_coastal_FGI7SFI01A44S0_4	.1-.8	coastal	1	3608	0.956995	0.962392	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0836.aligned	.1-.8_coastal_FGI7SFI01A44SX_4	.1-.8	coastal	1	2350	0.439108	0.649408	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1185.aligned	.1-.8_coastal_FGI7SFI01A44V7_5	.1-.8	coastal	1	468	0.568321	0.607949	32011	Methylophilaceae	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
